Vardas              Pavarde                  Galutinis 
Vardas11092         Pavarde11092             6.49      
Vardas11093         Pavarde11093             6.67      
Vardas11095         Pavarde11095             8.35      
Vardas11097         Pavarde11097             7.64      
Vardas11098         Pavarde11098             7.40      
Vardas11099         Pavarde11099             7.89      
Vardas111           Pavarde111               5.40      
Vardas11100         Pavarde11100             7.04      
Vardas11101         Pavarde11101             5.91      
Vardas11104         Pavarde11104             8.00      
Vardas11105         Pavarde11105             7.12      
Vardas11109         Pavarde11109             7.16      
Vardas11110         Pavarde11110             7.56      
Vardas11111         Pavarde11111             6.56      
Vardas11112         Pavarde11112             5.01      
Vardas11113         Pavarde11113             7.65      
Vardas11114         Pavarde11114             5.79      
Vardas11115         Pavarde11115             6.44      
Vardas11117         Pavarde11117             5.95      
Vardas11118         Pavarde11118             5.16      
Vardas11121         Pavarde11121             7.03      
Vardas11122         Pavarde11122             8.04      
Vardas11124         Pavarde11124             8.45      
Vardas11125         Pavarde11125             7.52      
Vardas11127         Pavarde11127             6.96      
Vardas11128         Pavarde11128             6.17      
Vardas11129         Pavarde11129             8.80      
Vardas1113          Pavarde1113              6.13      
Vardas11130         Pavarde11130             6.09      
Vardas11131         Pavarde11131             7.01      
Vardas11133         Pavarde11133             5.11      
Vardas11134         Pavarde11134             7.47      
Vardas11136         Pavarde11136             5.83      
Vardas11138         Pavarde11138             7.63      
Vardas11139         Pavarde11139             7.25      
Vardas1114          Pavarde1114              5.95      
Vardas11144         Pavarde11144             7.47      
Vardas11148         Pavarde11148             5.69      
Vardas11149         Pavarde11149             7.92      
Vardas1115          Pavarde1115              7.60      
Vardas11152         Pavarde11152             5.44      
Vardas11153         Pavarde11153             6.93      
Vardas11155         Pavarde11155             7.72      
Vardas11159         Pavarde11159             5.71      
Vardas1116          Pavarde1116              5.84      
Vardas11160         Pavarde11160             7.91      
Vardas11161         Pavarde11161             6.52      
Vardas11162         Pavarde11162             7.91      
Vardas11164         Pavarde11164             6.83      
Vardas11165         Pavarde11165             5.87      
Vardas11166         Pavarde11166             8.16      
Vardas11168         Pavarde11168             6.41      
Vardas1117          Pavarde1117              5.19      
Vardas11171         Pavarde11171             6.00      
Vardas11173         Pavarde11173             6.03      
Vardas11174         Pavarde11174             8.67      
Vardas11175         Pavarde11175             6.88      
Vardas11176         Pavarde11176             5.63      
Vardas11178         Pavarde11178             7.47      
Vardas11179         Pavarde11179             6.00      
Vardas11180         Pavarde11180             6.80      
Vardas11183         Pavarde11183             5.84      
Vardas11185         Pavarde11185             6.85      
Vardas11186         Pavarde11186             8.13      
Vardas11187         Pavarde11187             5.80      
Vardas11188         Pavarde11188             6.63      
Vardas11189         Pavarde11189             6.48      
Vardas11194         Pavarde11194             6.09      
Vardas11196         Pavarde11196             7.17      
Vardas11197         Pavarde11197             6.00      
Vardas11198         Pavarde11198             7.56      
Vardas11200         Pavarde11200             7.45      
Vardas11204         Pavarde11204             5.12      
Vardas11205         Pavarde11205             7.61      
Vardas11207         Pavarde11207             7.04      
Vardas11209         Pavarde11209             7.63      
Vardas11213         Pavarde11213             6.21      
Vardas11214         Pavarde11214             6.36      
Vardas11215         Pavarde11215             5.55      
Vardas11216         Pavarde11216             6.63      
Vardas11218         Pavarde11218             6.21      
Vardas11220         Pavarde11220             7.17      
Vardas11221         Pavarde11221             7.01      
Vardas11223         Pavarde11223             5.71      
Vardas11224         Pavarde11224             8.08      
Vardas11225         Pavarde11225             5.28      
Vardas11226         Pavarde11226             7.51      
Vardas11227         Pavarde11227             8.19      
Vardas11228         Pavarde11228             8.40      
Vardas11229         Pavarde11229             5.84      
Vardas1123          Pavarde1123              6.33      
Vardas11231         Pavarde11231             6.96      
Vardas11234         Pavarde11234             5.08      
Vardas11235         Pavarde11235             6.37      
Vardas11236         Pavarde11236             6.36      
Vardas11238         Pavarde11238             7.64      
Vardas11239         Pavarde11239             7.07      
Vardas1124          Pavarde1124              5.33      
Vardas11244         Pavarde11244             6.33      
Vardas11247         Pavarde11247             7.15      
Vardas11248         Pavarde11248             6.39      
Vardas11249         Pavarde11249             6.33      
Vardas11251         Pavarde11251             6.03      
Vardas11252         Pavarde11252             5.33      
